Shop ID,Total Number of Sales
Shop_3951,43266
Shop_1207,99562
Shop_71129,758
Shop_32600,4261
Shop_39897,3008
Shop_25926,6074
Shop_61493,1160
Shop_121295,42
Shop_25091,6367
Shop_59745,1248
Shop_31381,4543
Shop_12604,15142
Shop_28669,5233
Shop_34841,3815
Shop_75640,618
Shop_94235,245
Shop_46950,2183
Shop_128319,23
Shop_30659,4716
Shop_102880,150
Shop_119510,49
Shop_94231,245
Shop_99934,178
Shop_118516,53
Shop_149161,1
Shop_29680,4952
Shop_38663,3187
Shop_35126,3764
Shop_82356,448
Shop_83591,422
Shop_121659,41
Shop_27067,5714
Shop_28143,5377
Shop_37148,3422
Shop_61328,1168
Shop_141406,5
Shop_65061,998
Shop_124317,33
Shop_106218,123
Shop_77428,568
Shop_41693,2769
Shop_119046,50
Shop_79841,507
Shop_122067,40
Shop_72885,703
Shop_98026,199
Shop_28185,5367
Shop_98297,195
Shop_61716,1150
Shop_11491,16741
Shop_98237,196
Shop_49846,1920
Shop_114877,68
Shop_93218,258
Shop_42792,2635
Shop_102678,152
Shop_113988,73
Shop_134389,12
Shop_34790,3826
Shop_49048,1989
Shop_79505,515
Shop_144270,3
Shop_101036,168
Shop_107947,110
Shop_149160,1
Shop_5479,33148
Shop_69622,813
Shop_1255,97175
Shop_3011,53397
Shop_8157,23549
Shop_118177,54
Shop_13526,13963
Shop_31890,4421
Shop_17805,10106
Shop_2002,71508
Shop_142,334524
Shop_31108,4614
Shop_11017,17481
Shop_5365,33758
Shop_155036,
Shop_107376,114
Shop_108254,108
Shop_34225,3932
Shop_29364,5042
Shop_69188,829
Shop_31525,4511
Shop_21731,7808
Shop_117211,58
Shop_74356,655
Shop_58127,1338
Shop_28843,5186
Shop_30480,4761
Shop_140230,6
Shop_122665,38
Shop_6871,27382
Shop_84770,398
Shop_70048,796
Shop_61735,1149
Shop_7905,24234
Shop_21225,8054
Shop_10345,18692
Shop_51164,1811
Shop_87357,349
Shop_53465,1641
Shop_79900,505
Shop_123895,34
Shop_119062,50
Shop_64859,1007
Shop_86664,361
Shop_7337,25886
Shop_33014,4177
Shop_41146,2840
Shop_40512,2923
Shop_53081,1668
Shop_41507,2792
Shop_54949,1536
Shop_71992,731
Shop_29687,4951
Shop_57431,1376
Shop_17583,10274
Shop_73586,680
Shop_11127,17319
Shop_128874,22
Shop_81767,461
Shop_33772,4024
Shop_73632,678
Shop_43620,2537
Shop_43621,2537
Shop_34098,3959
Shop_7237,26207
Shop_73302,689
Shop_17488,10340
Shop_139901,6
Shop_9699,19916
Shop_11965,16008
Shop_1494,86725
Shop_42072,2722
Shop_21895,7734
Shop_33390,4102
Shop_33360,4107
Shop_108914,104
Shop_17361,10434
Shop_18791,9455
Shop_24723,6498
Shop_66659,930
Shop_68499,856
Shop_62748,1099
Shop_25686,6161
Shop_4187,41337
Shop_16813,10842
Shop_64074,1040
Shop_64963,1003
Shop_9415,20596
Shop_3140,51739
Shop_3139,51751
Shop_25815,6112
Shop_115286,66
Shop_75617,619
Shop_23992,6795
Shop_39445,3073
Shop_57682,1362
Shop_19793,8853
Shop_25958,6065
Shop_54057,1598
Shop_40107,2981
Shop_30984,4641
Shop_124677,32
Shop_18876,9408
Shop_72185,724
Shop_99416,184
Shop_118893,51
Shop_73405,685
Shop_89477,314
Shop_43271,2578
Shop_62294,1121
Shop_44068,2488
Shop_88716,326
Shop_68876,842
Shop_85137,391
Shop_113649,75
Shop_80067,501
Shop_76459,594
Shop_61336,1168
Shop_141526,5
Shop_90733,295
Shop_47470,2133
Shop_72823,705
Shop_80063,501
Shop_124636,32
Shop_67948,879
Shop_77015,578
Shop_70658,774
Shop_99231,186
Shop_15903,11584
Shop_130648,18
Shop_75449,623
Shop_72414,718
Shop_105962,125
Shop_17271,10501
Shop_37054,3439
Shop_27214,5660
Shop_59521,1260
Shop_36070,3604
Shop_55253,1515
Shop_74990,637
Shop_36889,3467
Shop_55041,1529
Shop_91446,283
Shop_53775,1618
Shop_89156,319
Shop_94327,244
Shop_64118,1038
Shop_52514,1710
Shop_5626,32417
Shop_118441,53
Shop_19435,9071
Shop_49341,1964
Shop_24911,6432
Shop_90365,300
Shop_6314,29413
Shop_120067,47
Shop_19557,8999
Shop_23995,6793
Shop_1900,73690
Shop_101424,164
Shop_53811,1616
Shop_575,155386
Shop_28983,5144
Shop_12466,15322
Shop_53423,1645
Shop_19753,8875
Shop_54613,1559
Shop_13997,13446
Shop_9514,20363
Shop_19999,8737
Shop_78604,537
Shop_43370,2567
Shop_67552,894
Shop_47206,2156
Shop_17835,10090
Shop_24959,6417
Shop_11932,16058
Shop_31716,4462
Shop_131658,16
Shop_115519,65
Shop_52531,1709
Shop_62946,1090
Shop_79641,512
Shop_22889,7270
Shop_104596,136
Shop_21119,8114
Shop_39898,3008
Shop_35273,3739
Shop_59353,1269
Shop_4762,37389
Shop_58721,1302
Shop_80114,500
Shop_12058,15889
Shop_88334,332
Shop_99411,184
Shop_68302,864
Shop_4411,39598
Shop_13586,13897
Shop_1085,106054
Shop_91243,287
Shop_71884,735
Shop_9864,19606
Shop_41873,2746
Shop_49108,1985
Shop_20001,8735
Shop_31857,4431
Shop_87778,342
Shop_17239,10521
Shop_76476,593
Shop_12474,15310
Shop_105464,129
Shop_115564,65
Shop_51452,1789
Shop_91207,287
Shop_690,139673
Shop_92204,272
Shop_54901,1539
Shop_13287,14238
Shop_40115,2980
Shop_87185,352
Shop_3163,51536
Shop_26323,5944
Shop_83857,416
Shop_8149,23567
Shop_42560,2662
Shop_34639,3853
Shop_92317,270
Shop_104143,140
Shop_74512,650
Shop_123568,35
Shop_64189,1035
Shop_43188,2588
Shop_101843,160
Shop_61752,1148
Shop_126691,27
Shop_79439,517
Shop_25771,6127
Shop_17413,10394
Shop_113697,74
Shop_100241,176
Shop_28107,5389
Shop_64755,1011
Shop_35807,3645
Shop_83405,427
Shop_20919,8225
Shop_21738,7806
Shop_42245,2700
Shop_58514,1314
Shop_132327,15
Shop_24632,6529
Shop_93068,260
Shop_91917,276
Shop_55924,1470
Shop_33762,4026
Shop_11544,16671
Shop_46868,2192
Shop_51197,1809
Shop_101602,162
Shop_105214,131
Shop_10535,18321
Shop_3573,47069
Shop_121974,40
Shop_54729,1551
Shop_48870,2003
Shop_4540,38816
Shop_12464,15323
Shop_69964,799
Shop_19963,8758
Shop_5281,34200
Shop_27525,5561
Shop_65256,989
Shop_94396,243
Shop_91172,288
Shop_49170,1980
Shop_64944,1004
Shop_57123,1396
Shop_92667,265
Shop_77932,554
Shop_37345,3389
Shop_23813,6859
Shop_83438,426
Shop_6859,27411
Shop_17097,10621
Shop_77737,560
Shop_133563,13
Shop_15220,12202
Shop_21219,8060
Shop_142790,4
Shop_108351,108
Shop_40215,2967
Shop_27068,5714
Shop_117520,57
Shop_20123,8667
Shop_83861,416
Shop_22565,7413
Shop_117282,58
Shop_49234,1975
Shop_4743,37523
Shop_22292,7541
Shop_13357,14150
Shop_54601,1560
Shop_16789,10869
Shop_106671,120
Shop_66313,943
Shop_87695,343
Shop_58870,1295
Shop_50589,1855
Shop_11861,16163
Shop_92969,261
Shop_88661,327
Shop_81018,479
Shop_14684,12725
Shop_77134,575
Shop_100822,170
Shop_24559,6556
Shop_23754,6888
Shop_48323,2053
Shop_32130,4365
Shop_79593,513
Shop_13350,14154
Shop_96347,219
Shop_52550,1708
Shop_105365,130
Shop_111881,85
Shop_32572,4268
Shop_114540,70
Shop_44989,2382
Shop_41661,2773
Shop_35860,3635
Shop_38403,3229
Shop_65404,982
Shop_23877,6833
Shop_119832,47
Shop_51337,1798
Shop_79233,522
Shop_99333,185
Shop_46254,2254
Shop_53086,1667
Shop_117232,58
Shop_14071,13368
Shop_12229,15657
Shop_31888,4423
Shop_12115,15818
Shop_1719,78265
Shop_67394,901
Shop_47773,2102
Shop_33409,4100
Shop_128459,23
Shop_73885,670
Shop_75141,632
Shop_36228,3578
Shop_43306,2574
Shop_20732,8335
Shop_70717,773
Shop_266,229388
Shop_8279,23220
Shop_3894,43854
Shop_1243,97769
Shop_17030,10670
Shop_91063,290
Shop_26908,5761
Shop_29908,4900
Shop_29259,5066
Shop_68032,875
Shop_75048,635
Shop_8010,23953
Shop_28646,5239
Shop_109438,100
Shop_90528,297
Shop_129885,20
Shop_62174,1127
Shop_87292,350
Shop_122353,39
Shop_8494,22642
Shop_42204,2705
Shop_43829,2513
Shop_139417,6
Shop_115847,64
Shop_36752,3490
Shop_86248,369
Shop_84475,404
Shop_82185,452
Shop_29768,4929
Shop_16622,10985
Shop_66544,934
Shop_30016,4875
Shop_39383,3082
Shop_39015,3134
Shop_66043,955
Shop_13042,14564
Shop_69674,811
Shop_111966,84
Shop_65643,972
Shop_109103,103
Shop_22554,7416
Shop_160122,
Shop_27906,5448
Shop_46646,2214
Shop_34812,3822
Shop_94373,243
Shop_126856,26
Shop_84242,408
Shop_52516,1710
Shop_40490,2926
Shop_91720,279
Shop_134465,12
Shop_75304,627
Shop_30171,4840
Shop_60633,1203
Shop_50201,1889
Shop_15853,11630
Shop_85761,378
Shop_54898,1539
Shop_92179,272
Shop_20671,8373
Shop_62471,1113
Shop_126262,28
Shop_42791,2635
Shop_50935,1829
Shop_50742,1842
Shop_89408,315
Shop_22821,7294
Shop_45161,2363
Shop_74826,642
Shop_40781,2884
Shop_28953,5151
Shop_29445,5018
Shop_72976,700
Shop_72217,723
Shop_108147,109
Shop_108146,109
Shop_89317,316
Shop_73017,699
Shop_127831,24
Shop_11301,17022
Shop_19695,8902
Shop_10210,18970
Shop_116140,62
Shop_64298,1031
Shop_49384,1961
Shop_114179,72
Shop_55668,1486
Shop_89648,311
Shop_67075,913
Shop_83614,422
Shop_21974,7690
Shop_59806,1245
Shop_24497,6580
Shop_75519,621
Shop_66065,954
Shop_8891,21701
Shop_12352,15470
Shop_111832,85
Shop_46634,2215
Shop_53051,1670
Shop_91561,282
Shop_52348,1721
Shop_81811,460
Shop_87700,343
Shop_65503,979
Shop_57834,1355
Shop_97203,208
Shop_7881,24293
Shop_91672,280
Shop_88543,329
Shop_17585,10273
Shop_91046,290
Shop_8288,23198
Shop_34994,3785
Shop_47257,2152
Shop_44981,2382
Shop_88710,326
Shop_18363,9747
Shop_10543,18310
Shop_79811,507
Shop_85526,383
Shop_109784,98
Shop_62134,1128
Shop_43454,2558
Shop_84677,400
Shop_51812,1762
Shop_22858,7278
Shop_88294,333
Shop_72601,712
Shop_109246,102
Shop_118532,53
Shop_4391,39825
Shop_84439,404
Shop_36575,3522
Shop_83870,416
Shop_47872,2092
Shop_141343,5
Shop_50937,1829
Shop_46051,2274
Shop_89825,309
Shop_83072,433
Shop_120846,44
Shop_60146,1228
Shop_111005,90
Shop_118607,52
Shop_131725,16
Shop_46097,2268
Shop_40844,2876
Shop_26674,5830
Shop_32861,4204
Shop_46283,2252
Shop_59452,1264
Shop_7473,25443
Shop_72474,716
Shop_88724,326
Shop_88649,327
Shop_43603,2539
Shop_111898,85
Shop_53722,1622
Shop_75993,608
Shop_79302,520
Shop_71163,757
Shop_40118,2980
Shop_46708,2207
Shop_35049,3777
Shop_7668,24844
Shop_80150,499
Shop_26565,5862
Shop_73252,691
Shop_39070,3127
Shop_51823,1761
Shop_34109,3956
Shop_102180,157
Shop_77703,560
Shop_77604,563
Shop_2249,66216
Shop_107237,115
Shop_109264,101
Shop_86949,356
Shop_79895,505
Shop_67645,890
Shop_25251,6311
Shop_89810,309
Shop_73006,699
Shop_114313,71
Shop_119461,49
Shop_81103,477
Shop_137691,8
Shop_133736,13
Shop_94297,244
Shop_108086,109
Shop_57591,1367
Shop_122220,39
Shop_40232,2964
Shop_144,326887
Shop_30542,4747
Shop_10,1014682
Shop_8748,22032
Shop_7598,25042
Shop_30553,4744
Shop_43266,2579
Shop_90920,292
Shop_31835,4437
Shop_127077,26
Shop_19616,8949
Shop_2866,55327
Shop_77238,573
Shop_12659,15083
Shop_37670,3340
Shop_12222,15677
Shop_33834,4011
Shop_52436,1715
Shop_14347,13075
Shop_30006,4878
Shop_106566,120
Shop_43005,2610
Shop_21708,7821
Shop_85154,390
Shop_122358,39
Shop_9393,20635
Shop_33873,4003
Shop_112770,80
Shop_39172,3113
Shop_101963,159
Shop_47338,2144
Shop_56111,1458
Shop_74450,652
Shop_7005,26934
Shop_41068,2851
Shop_58410,1320
Shop_2730,57251
Shop_70934,765
Shop_7855,24342
Shop_22092,7638
Shop_113944,73
Shop_51674,1773
Shop_101384,164
Shop_10263,18884
Shop_25410,6253
Shop_100878,169
Shop_35603,3682
Shop_83362,427
Shop_53728,1621
Shop_48860,2003
Shop_5738,31895
Shop_56413,1438
Shop_54950,1535
Shop_100590,172
Shop_71231,755
Shop_46035,2276
Shop_36518,3531
Shop_73224,692
Shop_5154,34944
Shop_105872,126
Shop_113881,73
Shop_46837,2194
Shop_88392,331
Shop_157571,
Shop_23238,7110
Shop_96136,221
Shop_62070,1132
Shop_63021,1087
Shop_78533,538
Shop_27028,5723
Shop_19946,8765
Shop_25933,6072
Shop_14959,12446
Shop_7436,25534
Shop_14016,13425
Shop_98345,195
Shop_68257,866
Shop_5806,31559
Shop_81646,464
Shop_79085,525
Shop_81960,457
Shop_96717,214
Shop_89411,315
Shop_117596,56
Shop_9060,21351
Shop_110904,91
Shop_73953,668
Shop_19389,9094
Shop_94916,236
Shop_36389,3554
Shop_98482,194
Shop_83864,416
Shop_95654,227
Shop_86707,360
Shop_109366,101
Shop_30918,4661
Shop_109183,102
Shop_10910,17680
Shop_3322,49560
Shop_21904,7731
Shop_1559,84359
Shop_112086,84
Shop_76960,580
Shop_128827,22
Shop_75559,620
Shop_57451,1375
Shop_77007,578
Shop_80873,482
Shop_64455,1023
Shop_127237,25
Shop_19125,9252
Shop_106117,124
Shop_142993,4
Shop_20325,8571
Shop_25004,6397
Shop_40766,2886
Shop_98037,198
Shop_81846,460
Shop_23710,6907
Shop_21205,8066
Shop_30315,4805
Shop_38673,3185
Shop_76444,594
Shop_51729,1768
Shop_62654,1104
Shop_29463,5012
Shop_84463,404
Shop_47278,2150
Shop_74964,638
Shop_74965,638
Shop_86150,371
Shop_76057,605
Shop_26147,6001
Shop_26285,5954
Shop_26286,5954
Shop_26292,5953
Shop_74716,645
Shop_42056,2724
Shop_38154,3266
Shop_127734,24
Shop_124350,33
Shop_27908,5446
Shop_31060,4624
Shop_55095,1526
Shop_84877,396
Shop_9259,20915
Shop_49228,1975
Shop_69863,804
Shop_105953,125
Shop_73475,683
Shop_94586,240
Shop_22877,7274
Shop_27269,5644
Shop_5491,33080
Shop_43163,2591
Shop_23908,6822
Shop_62004,1135
Shop_25638,6175
Shop_42847,2629
Shop_17688,10206
Shop_109203,102
Shop_56698,1421
Shop_110024,96
Shop_47883,2092
Shop_107459,114
Shop_32465,4291
Shop_113852,74
Shop_22216,7572
Shop_83611,422
Shop_39968,2999
Shop_41300,2819
Shop_21946,7705
Shop_46038,2276
Shop_19794,8852
Shop_91529,282
Shop_44456,2444
Shop_118767,52
Shop_14254,13180
Shop_27868,5462
Shop_9082,21319
Shop_96512,217
Shop_35599,3683
Shop_110402,94
Shop_85057,392
Shop_65238,990
Shop_89819,309
Shop_92399,269
Shop_17533,10308
Shop_54765,1549
Shop_101302,165
Shop_24602,6538
Shop_63588,1061
Shop_20465,8490
Shop_125141,31
Shop_39241,3100
Shop_50478,1865
Shop_149392,1
Shop_40567,2916
Shop_126213,28
Shop_19529,9015
Shop_58837,1296
Shop_5271,34251
Shop_18979,9351
Shop_15841,11639
Shop_105226,131
Shop_31970,4403
Shop_46967,2181
Shop_22224,7569
Shop_14124,13310
Shop_82425,446
Shop_52604,1704
Shop_28505,5278
Shop_134748,12
Shop_20213,8622
Shop_40602,2909
Shop_107661,112
Shop_124264,33
Shop_92701,265
Shop_57190,1392
Shop_62589,1107
Shop_82532,444
Shop_83949,414
Shop_68293,864
Shop_78854,531
Shop_76786,585
Shop_126118,28
Shop_10029,19302
Shop_931,115053
Shop_2850,55501
Shop_23638,6939
Shop_104853,134
Shop_110373,94
Shop_99309,185
Shop_27154,5682
Shop_85444,385
Shop_119276,50
Shop_104235,139
Shop_6720,27815
Shop_88120,336
Shop_118115,54
Shop_75161,632
Shop_101617,162
Shop_73268,691
Shop_67641,891
Shop_21234,8050
Shop_97789,201
Shop_82786,439
Shop_83914,415
Shop_86531,363
Shop_89236,318
Shop_22308,7535
Shop_43441,2560
Shop_32010,4394
Shop_38624,3193
Shop_46469,2231
Shop_114165,72
Shop_2706,57603
Shop_83158,432
Shop_37550,3359
Shop_46078,2270
Shop_10508,18369
Shop_72178,725
Shop_102692,152
Shop_985,111614
Shop_107168,116
Shop_35165,3757
Shop_92381,269
Shop_63519,1064
Shop_64824,1009
Shop_122320,39
Shop_46143,2264
Shop_52302,1724
Shop_117913,55
Shop_44899,2393
Shop_42459,2674
Shop_21244,8047
Shop_137702,8
Shop_75333,626
Shop_89972,306
Shop_21294,8019
Shop_93081,260
Shop_107128,116
Shop_79038,526
Shop_105748,127
Shop_120244,46
Shop_70237,790
Shop_22561,7414
Shop_65149,994
Shop_91569,281
Shop_72272,722
Shop_101127,167
Shop_64677,1015
Shop_100722,170
Shop_117417,57
Shop_94914,236
Shop_39513,3065
Shop_83869,416
Shop_39161,3114
Shop_89940,307
Shop_132183,15
Shop_56997,1404
Shop_119257,50
Shop_108902,104
Shop_103922,141
Shop_112956,78
Shop_90874,292
Shop_53696,1624
Shop_112187,83
Shop_49191,1978
Shop_9382,20663
Shop_77109,576
Shop_68830,844
Shop_75417,624
Shop_64358,1028
Shop_87162,352
Shop_51019,1822
Shop_115501,65
Shop_115500,65
Shop_144196,3
Shop_78251,546
Shop_22161,7601
Shop_62943,1091
Shop_51632,1775
Shop_62965,1089
Shop_66593,933
Shop_83906,415
Shop_83941,414
Shop_104754,134
Shop_90805,294
Shop_103513,145
Shop_78405,542
Shop_82354,448
Shop_7434,25538
Shop_12016,15948
Shop_50440,1868
Shop_8188,23473
Shop_8998,21483
Shop_129496,20
Shop_105079,132
Shop_18628,9560
Shop_18772,9467
Shop_97639,203
Shop_14114,13321
Shop_23737,6895
Shop_58384,1322
Shop_131735,16
Shop_65734,968
Shop_69270,826
Shop_85369,386
Shop_85875,376
Shop_74759,644
Shop_89147,319
Shop_68758,846
Shop_67021,915
Shop_40394,2940
Shop_40410,2937
Shop_6364,29175
Shop_83401,427
Shop_4689,37833
Shop_19057,9287
Shop_22033,7669
Shop_127091,26
Shop_69575,815
Shop_29976,4886
Shop_74462,652
Shop_33211,4136
Shop_102635,152
Shop_42093,2719
Shop_67152,910
Shop_20630,8391
Shop_75109,633
Shop_61701,1150
Shop_155737,
Shop_91286,286
Shop_104454,137
Shop_77178,574
Shop_106035,124
Shop_80894,482
Shop_80534,489
Shop_57518,1371
Shop_71117,759
Shop_84306,407
Shop_122799,37
Shop_92323,270
Shop_123559,35
Shop_123560,35
Shop_21669,7837
Shop_13077,14523
Shop_5991,30667
Shop_1963,72301
Shop_102994,149
Shop_16901,10779
Shop_39769,3027
Shop_19598,8961
Shop_45339,2344
Shop_12020,15947
Shop_61429,1163
Shop_40174,2972
Shop_41263,2824
Shop_69629,813
Shop_1158,102297
Shop_35456,3705
Shop_29561,4985
Shop_58160,1335
Shop_23113,7158
Shop_92085,274
Shop_39159,3114
Shop_92141,273
Shop_2637,58819
Shop_47532,2127
Shop_15593,11860
Shop_86642,361
Shop_7651,24879
Shop_141246,5
Shop_29232,5072
Shop_56044,1462
Shop_74882,640
Shop_79766,508
Shop_34473,3884
Shop_41954,2737
Shop_24640,6527
Shop_1005,110362
Shop_31850,4433
Shop_73412,685
Shop_638,145516
Shop_104074,140
Shop_106206,123
Shop_58602,1309
Shop_24293,6667
Shop_54472,1567
Shop_34395,3900
Shop_47999,2080
Shop_15473,11979
Shop_100591,172
Shop_5736,31905
Shop_83465,425
Shop_62304,1121
Shop_77552,565
Shop_33687,4042
Shop_122639,38
Shop_104267,139
Shop_31937,4410
Shop_24664,6521
Shop_34810,3823
Shop_46189,2260
Shop_133119,14
Shop_92384,269
Shop_55274,1513
Shop_96727,214
Shop_100656,171
Shop_16509,11074
Shop_32629,4254
Shop_86024,374
Shop_21150,8097
Shop_19377,9097
Shop_88616,327
Shop_28005,5418
Shop_4550,38734
Shop_60325,1218
Shop_13138,14445
Shop_23986,6795
Shop_99109,187
Shop_118080,54
Shop_55729,1482
Shop_28762,5210
Shop_67112,911
Shop_23601,6956
Shop_6750,27707
Shop_67554,894
Shop_65304,987
Shop_17100,10616
Shop_12645,15100
Shop_71343,752
Shop_21106,8118
Shop_35123,3765
Shop_65096,997
Shop_103580,144
Shop_90372,300
Shop_22164,7600
Shop_43552,2546
Shop_28596,5254
Shop_119573,48
Shop_90775,294
Shop_116607,60
Shop_17761,10142
Shop_71335,752
Shop_25944,6070
Shop_28228,5354
Shop_65225,991
Shop_112035,84
Shop_66579,933
Shop_107169,116
Shop_84487,404
Shop_44011,2495
Shop_56613,1426
Shop_117921,55
Shop_30281,4813
Shop_23578,6968
Shop_29510,5001
Shop_77575,564
Shop_52964,1677
Shop_5636,32353
Shop_31183,4595
Shop_134873,11
Shop_18837,9430
Shop_43682,2530
Shop_115853,64
Shop_86307,368
Shop_18997,9334
Shop_87509,346
Shop_54509,1565
Shop_8700,22155
Shop_99517,183
Shop_54429,1571
Shop_2162,67998
Shop_44369,2454
Shop_93051,260
Shop_29360,5042
Shop_13145,14437
Shop_19232,9180
Shop_3815,44614
Shop_17662,10224
Shop_86583,363
Shop_11656,16502
Shop_51663,1774
Shop_15531,11918
Shop_85980,374
Shop_566,157133
Shop_114977,68
Shop_127042,26
Shop_10517,18350
Shop_78703,534
Shop_61458,1161
Shop_22197,7579
Shop_29156,5096
Shop_33369,4105
Shop_72220,723
Shop_59244,1275
Shop_7479,25429
Shop_41519,2790
Shop_47414,2137
Shop_12779,14916
Shop_78344,543
Shop_14149,13289
Shop_31515,4513
Shop_8829,21832
Shop_19416,9079
Shop_9346,20729
Shop_102926,150
Shop_85406,385
Shop_46907,2188
Shop_57864,1353
Shop_27353,5614
Shop_75128,633
Shop_15692,11778
Shop_93094,259
Shop_64639,1016
Shop_15709,11762
Shop_88002,338
Shop_45921,2286
Shop_61524,1159
Shop_25414,6253
Shop_41721,2767
Shop_62260,1123
Shop_12005,15963
Shop_15006,12401
Shop_70487,781
Shop_30672,4713
Shop_97647,203
Shop_61258,1172
Shop_15835,11649
Shop_69639,812
Shop_21050,8153
Shop_16263,11270
Shop_64614,1017
Shop_83743,419
Shop_68744,847
Shop_17699,10196
Shop_3558,47143
Shop_59413,1267
Shop_4633,38131
Shop_10447,18494
Shop_63355,1070
Shop_52854,1686
Shop_116101,63
Shop_21998,7681
Shop_46692,2209
Shop_32863,4203
Shop_17641,10238
Shop_48446,2042
Shop_66673,930
Shop_14559,12858
Shop_10126,19127
Shop_33234,4131
Shop_137106,9
Shop_23989,6795
Shop_76348,597
Shop_96025,222
Shop_98918,189
Shop_105706,127
Shop_131484,17
Shop_96565,216
Shop_58059,1341
Shop_6227,29755
Shop_48498,2037
Shop_139523,6
Shop_12687,15048
Shop_148145,1
Shop_31761,4451
Shop_63049,1085
Shop_40337,2948
Shop_73372,687
Shop_76920,581
Shop_100676,171
Shop_50523,1861
Shop_29767,4929
Shop_16839,10821
Shop_91544,282
Shop_32407,4306
Shop_6639,28066
Shop_46756,2201
Shop_100883,169
Shop_58565,1311
Shop_31449,4528
Shop_58497,1315
Shop_23979,6797
